TicketId,TicketCode,Guest,Park,VisitDate,TicketType,EntryChannel,PricePaid,FastAccessFlag,AddOnBundle,TicketStatus
62,TKT00000062,279,3,2026-05-27T15:00:00Z,ANNUAL_PASS,MOBILE_APP,513.0,False,NONE,USED
63,TKT00000063,1803,3,2026-08-17T17:30:00Z,DAY_PASS,TRAVEL_AGENT,89.48,True,FAST_ACCESS,CANCELLED
64,TKT00000064,2559,5,2026-05-05T09:45:00Z,DAY_PASS,HOTEL_DESK,177.61,False,PARKING_PLUS,USED
65,TKT00000065,2167,5,2026-07-29T13:15:00Z,DAY_PASS,ON_SITE,259.18,False,DINING_PHOTO,USED
66,TKT00000066,757,2,2026-05-27T10:45:00Z,FAST_ACCESS,WEBSITE,193.07,True,FAST_ACCESS,CANCELLED
67,TKT00000067,2404,4,2026-06-06T17:00:00Z,DAY_PASS,ON_SITE,137.53,False,CHARACTER_MEET,UPGRADED
68,TKT00000068,910,3,2026-07-09T15:00:00Z,ANNUAL_PASS,MOBILE_APP,359.6,False,NONE,USED
69,TKT00000069,884,3,2026-05-04T11:30:00Z,DAY_PASS,MOBILE_APP,147.54,False,RAINY_DAY_CREDIT,USED
70,TKT00000070,2433,1,2026-05-04T16:45:00Z,VIP,TRAVEL_AGENT,518.19,True,FAST_ACCESS,UPGRADED
71,TKT00000071,1009,3,2026-08-08T12:00:00Z,FAST_ACCESS,MOBILE_APP,195.32,True,FAST_ACCESS,USED
72,TKT00000072,2787,1,2026-07-17T09:30:00Z,VIP,MOBILE_APP,583.86,True,FAST_ACCESS,USED
73,TKT00000073,2230,2,2026-06-23T12:00:00Z,MULTI_DAY,WEBSITE,292.41,False,CHARACTER_MEET,USED
74,TKT00000074,1780,1,2026-05-02T14:15:00Z,ANNUAL_PASS,MOBILE_APP,412.77,False,DINING_PHOTO,USED
75,TKT00000075,1659,3,2026-07-22T16:45:00Z,MULTI_DAY,ON_SITE,327.86,False,NONE,USED
76,TKT00000076,229,5,2026-07-10T15:45:00Z,FAST_ACCESS,ON_SITE,406.91,True,FAST_ACCESS,USED
77,TKT00000077,1550,3,2026-08-06T09:00:00Z,DAY_PASS,WEBSITE,136.42,False,RAINY_DAY_CREDIT,USED
78,TKT00000078,221,2,2026-06-25T11:30:00Z,DAY_PASS,WEBSITE,261.23,True,FAST_ACCESS,USED
79,TKT00000079,1736,1,2026-06-01T16:00:00Z,ANNUAL_PASS,WEBSITE,741.37,False,RAINY_DAY_CREDIT,CANCELLED
80,TKT00000080,61,3,2026-05-09T08:45:00Z,DAY_PASS,MOBILE_APP,210.59,False,NONE,USED
81,TKT00000081,1688,2,2026-07-16T17:30:00Z,DAY_PASS,MOBILE_APP,111.4,False,DINING_PHOTO,USED
82,TKT00000082,116,2,2026-05-09T12:15:00Z,ANNUAL_PASS,HOTEL_DESK,621.09,False,NONE,USED
83,TKT00000083,1591,2,2026-07-20T12:30:00Z,MULTI_DAY,WEBSITE,390.69,False,NONE,CANCELLED
84,TKT00000084,2590,3,2026-05-18T16:45:00Z,ANNUAL_PASS,ON_SITE,654.62,True,FAST_ACCESS,USED
85,TKT00000085,298,4,2026-05-07T08:30:00Z,MULTI_DAY,MOBILE_APP,296.49,False,CHARACTER_MEET,USED
86,TKT00000086,355,5,2026-08-04T11:15:00Z,DAY_PASS,TRAVEL_AGENT,186.07,False,RAINY_DAY_CREDIT,USED
87,TKT00000087,1382,2,2026-07-18T08:30:00Z,DAY_PASS,MOBILE_APP,161.48,False,NONE,USED
88,TKT00000088,1586,5,2026-07-15T15:45:00Z,DAY_PASS,HOTEL_DESK,186.26,False,DINING_PHOTO,USED
89,TKT00000089,1800,4,2026-05-23T08:30:00Z,ANNUAL_PASS,ON_SITE,389.61,False,DINING_PHOTO,USED
90,TKT00000090,1967,3,2026-08-28T15:30:00Z,DAY_PASS,MOBILE_APP,233.26,True,FAST_ACCESS,USED
91,TKT00000091,1865,4,2026-05-21T15:00:00Z,ANNUAL_PASS,MOBILE_APP,689.44,True,FAST_ACCESS,USED
92,TKT00000092,942,1,2026-06-23T08:45:00Z,MULTI_DAY,MOBILE_APP,247.09,False,DINING_PHOTO,USED
93,TKT00000093,966,3,2026-05-04T10:30:00Z,MULTI_DAY,MOBILE_APP,190.88,True,FAST_ACCESS,USED
94,TKT00000094,1524,3,2026-08-14T11:15:00Z,DAY_PASS,MOBILE_APP,106.2,False,CHARACTER_MEET,USED
95,TKT00000095,2136,6,2026-06-13T17:45:00Z,ANNUAL_PASS,MOBILE_APP,597.26,True,FAST_ACCESS,USED
96,TKT00000096,1767,2,2026-05-17T16:30:00Z,MULTI_DAY,TRAVEL_AGENT,255.6,True,FAST_ACCESS,USED
97,TKT00000097,1657,2,2026-05-26T11:15:00Z,DAY_PASS,MOBILE_APP,90.67,True,FAST_ACCESS,NO_SHOW
98,TKT00000098,1040,5,2026-07-06T13:45:00Z,FAST_ACCESS,WEBSITE,217.1,True,FAST_ACCESS,USED
99,TKT00000099,1019,3,2026-05-25T08:30:00Z,ANNUAL_PASS,MOBILE_APP,693.94,False,RAINY_DAY_CREDIT,NO_SHOW
100,TKT00000100,241,3,2026-06-06T16:30:00Z,ANNUAL_PASS,MOBILE_APP,294.49,True,FAST_ACCESS,USED
101,TKT00000101,2304,3,2026-08-23T17:15:00Z,VIP,HOTEL_DESK,800.3,True,FAST_ACCESS,USED
102,TKT00000102,764,1,2026-08-16T09:00:00Z,FAST_ACCESS,WEBSITE,206.05,True,FAST_ACCESS,USED
103,TKT00000103,403,3,2026-07-20T09:30:00Z,DAY_PASS,WEBSITE,146.02,False,NONE,UPGRADED
104,TKT00000104,1699,4,2026-07-14T16:15:00Z,DAY_PASS,MOBILE_APP,193.09,False,NONE,USED
105,TKT00000105,1220,5,2026-08-16T08:45:00Z,DAY_PASS,MOBILE_APP,241.33,True,FAST_ACCESS,USED
106,TKT00000106,1866,3,2026-07-17T08:00:00Z,ANNUAL_PASS,WEBSITE,295.0,True,FAST_ACCESS,USED
107,TKT00000107,962,4,2026-06-08T10:30:00Z,DAY_PASS,TRAVEL_AGENT,196.09,False,DINING_PHOTO,USED
108,TKT00000108,1271,3,2026-07-22T09:15:00Z,FAST_ACCESS,WEBSITE,404.53,True,FAST_ACCESS,USED
109,TKT00000109,438,1,2026-06-04T09:15:00Z,DAY_PASS,MOBILE_APP,165.57,False,NONE,USED
110,TKT00000110,1826,6,2026-08-08T13:45:00Z,ANNUAL_PASS,MOBILE_APP,484.41,False,PARKING_PLUS,USED
111,TKT00000111,815,6,2026-05-24T15:30:00Z,ANNUAL_PASS,MOBILE_APP,841.82,False,PARKING_PLUS,USED
112,TKT00000112,1448,2,2026-08-23T10:45:00Z,DAY_PASS,WEBSITE,114.08,False,CHARACTER_MEET,USED
113,TKT00000113,1420,5,2026-08-13T11:00:00Z,FAST_ACCESS,ON_SITE,296.14,True,FAST_ACCESS,USED
114,TKT00000114,2473,6,2026-05-29T15:30:00Z,DAY_PASS,MOBILE_APP,131.59,False,DINING_PHOTO,USED
115,TKT00000115,1411,3,2026-06-10T16:30:00Z,FAST_ACCESS,WEBSITE,277.47,True,FAST_ACCESS,USED
116,TKT00000116,2774,3,2026-06-03T14:15:00Z,FAST_ACCESS,MOBILE_APP,281.92,True,FAST_ACCESS,USED
117,TKT00000117,1888,3,2026-05-01T16:45:00Z,ANNUAL_PASS,TRAVEL_AGENT,680.91,False,NONE,USED
118,TKT00000118,128,5,2026-08-03T10:00:00Z,MULTI_DAY,MOBILE_APP,605.54,False,CHARACTER_MEET,USED
119,TKT00000119,1228,1,2026-05-26T14:30:00Z,DAY_PASS,MOBILE_APP,184.71,False,DINING_PHOTO,USED
120,TKT00000120,1950,2,2026-05-21T10:15:00Z,DAY_PASS,WEBSITE,237.89,False,RAINY_DAY_CREDIT,USED
121,TKT00000121,14,1,2026-05-02T17:15:00Z,ANNUAL_PASS,ON_SITE,717.36,True,FAST_ACCESS,UPGRADED
122,TKT00000122,865,5,2026-06-28T13:15:00Z,DAY_PASS,HOTEL_DESK,199.24,True,FAST_ACCESS,USED
123,TKT00000123,2721,3,2026-08-28T17:30:00Z,MULTI_DAY,TRAVEL_AGENT,546.43,False,CHARACTER_MEET,USED
124,TKT00000124,1242,4,2026-05-17T09:15:00Z,DAY_PASS,WEBSITE,174.78,False,NONE,CANCELLED
125,TKT00000125,1151,3,2026-06-05T14:30:00Z,FAST_ACCESS,TRAVEL_AGENT,358.15,True,FAST_ACCESS,USED
126,TKT00000126,1455,2,2026-06-25T14:30:00Z,DAY_PASS,WEBSITE,183.24,False,CHARACTER_MEET,USED
127,TKT00000127,1271,1,2026-07-19T13:45:00Z,DAY_PASS,MOBILE_APP,208.76,False,NONE,USED
128,TKT00000128,1559,1,2026-08-06T10:15:00Z,VIP,TRAVEL_AGENT,418.0,True,FAST_ACCESS,USED
129,TKT00000129,2009,5,2026-06-22T12:45:00Z,MULTI_DAY,MOBILE_APP,377.79,False,NONE,USED
130,TKT00000130,402,3,2026-07-19T16:30:00Z,ANNUAL_PASS,WEBSITE,290.46,False,DINING_PHOTO,USED
131,TKT00000131,2121,5,2026-06-15T14:45:00Z,DAY_PASS,MOBILE_APP,190.67,False,RAINY_DAY_CREDIT,USED
132,TKT00000132,1,1,2026-08-05T16:30:00Z,VIP,MOBILE_APP,853.2,True,FAST_ACCESS,USED
133,TKT00000133,368,3,2026-07-28T10:30:00Z,ANNUAL_PASS,MOBILE_APP,720.05,False,PARKING_PLUS,USED
134,TKT00000134,646,5,2026-05-02T16:30:00Z,MULTI_DAY,MOBILE_APP,419.56,False,CHARACTER_MEET,USED
135,TKT00000135,1283,1,2026-05-02T15:45:00Z,MULTI_DAY,MOBILE_APP,583.97,False,DINING_PHOTO,USED
136,TKT00000136,1224,3,2026-05-14T13:30:00Z,DAY_PASS,TRAVEL_AGENT,259.24,False,NONE,UPGRADED
137,TKT00000137,239,1,2026-05-05T08:00:00Z,FAST_ACCESS,WEBSITE,221.5,True,FAST_ACCESS,USED
138,TKT00000138,393,3,2026-07-13T10:15:00Z,ANNUAL_PASS,MOBILE_APP,439.08,False,RAINY_DAY_CREDIT,USED
139,TKT00000139,967,2,2026-06-21T15:00:00Z,ANNUAL_PASS,TRAVEL_AGENT,390.69,False,NONE,USED
140,TKT00000140,2533,5,2026-07-21T17:30:00Z,DAY_PASS,WEBSITE,100.89,False,DINING_PHOTO,USED
141,TKT00000141,223,5,2026-06-26T08:30:00Z,ANNUAL_PASS,HOTEL_DESK,348.15,False,PARKING_PLUS,USED
142,TKT00000142,2531,1,2026-06-09T08:45:00Z,VIP,WEBSITE,427.04,True,FAST_ACCESS,USED
143,TKT00000143,1647,2,2026-06-04T14:00:00Z,FAST_ACCESS,TRAVEL_AGENT,292.21,True,FAST_ACCESS,USED
144,TKT00000144,1057,6,2026-08-23T15:15:00Z,DAY_PASS,MOBILE_APP,139.87,True,FAST_ACCESS,USED
145,TKT00000145,2479,1,2026-06-17T11:30:00Z,DAY_PASS,HOTEL_DESK,249.97,True,FAST_ACCESS,USED
146,TKT00000146,1532,3,2026-08-05T08:15:00Z,DAY_PASS,MOBILE_APP,134.19,True,FAST_ACCESS,USED
147,TKT00000147,1330,3,2026-07-04T12:00:00Z,MULTI_DAY,TRAVEL_AGENT,290.09,False,RAINY_DAY_CREDIT,USED
148,TKT00000148,2626,6,2026-07-19T11:30:00Z,MULTI_DAY,HOTEL_DESK,400.5,False,RAINY_DAY_CREDIT,USED
149,TKT00000149,1539,5,2026-06-16T11:30:00Z,DAY_PASS,WEBSITE,118.82,True,FAST_ACCESS,USED
150,TKT00000150,382,3,2026-07-02T08:15:00Z,DAY_PASS,WEBSITE,143.95,False,NONE,USED
151,TKT00000151,1876,3,2026-07-22T15:45:00Z,VIP,WEBSITE,694.96,True,FAST_ACCESS,USED
152,TKT00000152,2406,5,2026-06-22T10:00:00Z,DAY_PASS,TRAVEL_AGENT,144.54,True,FAST_ACCESS,USED
153,TKT00000153,926,2,2026-08-07T15:15:00Z,DAY_PASS,MOBILE_APP,166.05,False,PARKING_PLUS,CANCELLED
154,TKT00000154,2600,5,2026-08-15T15:00:00Z,DAY_PASS,WEBSITE,140.82,True,FAST_ACCESS,UPGRADED
155,TKT00000155,2046,4,2026-05-05T15:15:00Z,DAY_PASS,ON_SITE,161.06,True,FAST_ACCESS,USED
156,TKT00000156,565,4,2026-07-11T12:00:00Z,DAY_PASS,WEBSITE,105.58,False,NONE,UPGRADED
157,TKT00000157,892,5,2026-05-22T10:45:00Z,DAY_PASS,WEBSITE,243.04,False,DINING_PHOTO,USED
158,TKT00000158,1713,5,2026-07-14T10:30:00Z,FAST_ACCESS,TRAVEL_AGENT,275.85,True,FAST_ACCESS,USED
159,TKT00000159,2298,5,2026-07-03T13:30:00Z,DAY_PASS,ON_SITE,163.21,True,FAST_ACCESS,USED
160,TKT00000160,2194,5,2026-08-20T10:30:00Z,DAY_PASS,MOBILE_APP,162.14,False,DINING_PHOTO,USED
161,TKT00000161,2576,3,2026-08-07T16:00:00Z,MULTI_DAY,MOBILE_APP,460.19,False,NONE,NO_SHOW
162,TKT00000162,581,3,2026-07-29T13:00:00Z,DAY_PASS,MOBILE_APP,252.23,True,FAST_ACCESS,USED
163,TKT00000163,2551,3,2026-05-01T08:45:00Z,FAST_ACCESS,TRAVEL_AGENT,273.4,True,FAST_ACCESS,USED
164,TKT00000164,1163,1,2026-07-14T08:00:00Z,MULTI_DAY,MOBILE_APP,468.79,False,DINING_PHOTO,USED
165,TKT00000165,416,3,2026-08-13T09:30:00Z,DAY_PASS,MOBILE_APP,239.74,True,FAST_ACCESS,USED
166,TKT00000166,462,2,2026-07-28T14:30:00Z,VIP,WEBSITE,522.96,True,FAST_ACCESS,USED
167,TKT00000167,2357,2,2026-05-28T08:00:00Z,DAY_PASS,ON_SITE,162.54,False,PARKING_PLUS,USED
168,TKT00000168,1701,2,2026-08-16T13:00:00Z,DAY_PASS,MOBILE_APP,248.65,False,DINING_PHOTO,USED
169,TKT00000169,1772,1,2026-05-26T11:00:00Z,DAY_PASS,TRAVEL_AGENT,133.47,False,PARKING_PLUS,USED
170,TKT00000170,1491,3,2026-08-11T11:45:00Z,MULTI_DAY,MOBILE_APP,362.52,False,PARKING_PLUS,CANCELLED
171,TKT00000171,44,5,2026-06-20T11:30:00Z,DAY_PASS,WEBSITE,125.28,False,RAINY_DAY_CREDIT,USED
172,TKT00000172,1237,5,2026-06-04T12:15:00Z,VIP,HOTEL_DESK,737.01,True,FAST_ACCESS,USED
173,TKT00000173,2394,3,2026-08-13T13:00:00Z,VIP,WEBSITE,819.34,True,FAST_ACCESS,USED
174,TKT00000174,747,5,2026-08-12T10:30:00Z,ANNUAL_PASS,WEBSITE,829.93,False,DINING_PHOTO,USED
175,TKT00000175,815,3,2026-08-06T08:30:00Z,MULTI_DAY,MOBILE_APP,606.08,False,RAINY_DAY_CREDIT,USED
176,TKT00000176,2335,6,2026-05-20T10:15:00Z,DAY_PASS,WEBSITE,90.88,False,RAINY_DAY_CREDIT,USED
177,TKT00000177,61,5,2026-07-04T12:00:00Z,ANNUAL_PASS,TRAVEL_AGENT,733.07,False,NONE,USED
178,TKT00000178,1470,1,2026-06-22T14:45:00Z,DAY_PASS,MOBILE_APP,170.35,True,FAST_ACCESS,USED
179,TKT00000179,41,5,2026-06-22T15:15:00Z,DAY_PASS,HOTEL_DESK,168.97,False,RAINY_DAY_CREDIT,USED
180,TKT00000180,2121,6,2026-05-21T09:45:00Z,DAY_PASS,ON_SITE,215.75,False,NONE,USED
181,TKT00000181,288,3,2026-05-02T17:30:00Z,ANNUAL_PASS,HOTEL_DESK,497.33,True,FAST_ACCESS,USED
182,TKT00000182,1991,4,2026-05-18T09:00:00Z,FAST_ACCESS,HOTEL_DESK,370.19,True,FAST_ACCESS,USED
183,TKT00000183,2160,4,2026-06-14T09:45:00Z,FAST_ACCESS,MOBILE_APP,173.0,True,FAST_ACCESS,USED
184,TKT00000184,34,5,2026-08-02T12:15:00Z,DAY_PASS,MOBILE_APP,147.76,False,DINING_PHOTO,UPGRADED
185,TKT00000185,2685,3,2026-07-09T14:00:00Z,MULTI_DAY,ON_SITE,569.41,True,FAST_ACCESS,USED
186,TKT00000186,324,2,2026-06-18T08:45:00Z,ANNUAL_PASS,WEBSITE,891.47,True,FAST_ACCESS,USED
187,TKT00000187,1553,6,2026-08-12T08:45:00Z,VIP,MOBILE_APP,492.73,True,FAST_ACCESS,UPGRADED
188,TKT00000188,2702,6,2026-07-27T09:00:00Z,ANNUAL_PASS,WEBSITE,799.9,True,FAST_ACCESS,USED
189,TKT00000189,2007,2,2026-05-05T10:00:00Z,DAY_PASS,ON_SITE,183.14,True,FAST_ACCESS,USED
190,TKT00000190,1831,4,2026-07-27T13:15:00Z,DAY_PASS,TRAVEL_AGENT,186.6,True,FAST_ACCESS,USED
191,TKT00000191,882,1,2026-05-22T08:15:00Z,VIP,WEBSITE,636.61,True,FAST_ACCESS,USED
192,TKT00000192,1970,3,2026-06-16T11:30:00Z,MULTI_DAY,ON_SITE,197.65,False,CHARACTER_MEET,UPGRADED
193,TKT00000193,1008,3,2026-08-27T12:15:00Z,MULTI_DAY,ON_SITE,180.06,False,RAINY_DAY_CREDIT,NO_SHOW
194,TKT00000194,2323,1,2026-06-21T14:00:00Z,DAY_PASS,MOBILE_APP,150.27,False,NONE,USED
195,TKT00000195,701,4,2026-06-28T12:15:00Z,ANNUAL_PASS,TRAVEL_AGENT,452.96,False,NONE,USED
196,TKT00000196,2512,1,2026-06-08T13:15:00Z,DAY_PASS,WEBSITE,98.6,True,FAST_ACCESS,USED
197,TKT00000197,1025,5,2026-05-19T09:15:00Z,MULTI_DAY,TRAVEL_AGENT,298.73,True,FAST_ACCESS,USED
198,TKT00000198,444,4,2026-07-03T13:30:00Z,MULTI_DAY,MOBILE_APP,581.71,False,DINING_PHOTO,USED
199,TKT00000199,2317,3,2026-05-25T08:00:00Z,DAY_PASS,TRAVEL_AGENT,115.02,False,CHARACTER_MEET,USED
200,TKT00000200,1236,5,2026-07-14T17:30:00Z,MULTI_DAY,WEBSITE,433.53,False,PARKING_PLUS,USED
201,TKT00000201,597,5,2026-07-17T15:15:00Z,DAY_PASS,MOBILE_APP,263.63,False,CHARACTER_MEET,USED
202,TKT00000202,2769,5,2026-06-23T08:30:00Z,DAY_PASS,WEBSITE,92.26,False,NONE,USED
203,TKT00000203,913,3,2026-07-23T11:15:00Z,DAY_PASS,MOBILE_APP,185.98,False,RAINY_DAY_CREDIT,USED
204,TKT00000204,1127,4,2026-08-17T10:45:00Z,VIP,MOBILE_APP,576.23,True,FAST_ACCESS,USED
205,TKT00000205,834,3,2026-07-11T17:00:00Z,VIP,ON_SITE,686.57,True,FAST_ACCESS,USED
206,TKT00000206,1878,1,2026-06-19T13:45:00Z,DAY_PASS,MOBILE_APP,138.33,False,PARKING_PLUS,USED
207,TKT00000207,2155,2,2026-05-10T11:45:00Z,MULTI_DAY,WEBSITE,341.64,False,NONE,UPGRADED
208,TKT00000208,271,6,2026-06-30T16:15:00Z,DAY_PASS,ON_SITE,192.41,False,NONE,USED
209,TKT00000209,634,1,2026-08-19T08:00:00Z,MULTI_DAY,ON_SITE,438.31,True,FAST_ACCESS,USED
210,TKT00000210,2505,6,2026-06-22T10:45:00Z,VIP,HOTEL_DESK,503.41,True,FAST_ACCESS,USED
211,TKT00000211,2266,3,2026-05-01T13:45:00Z,DAY_PASS,HOTEL_DESK,194.06,True,FAST_ACCESS,USED
212,TKT00000212,2352,1,2026-08-16T14:00:00Z,DAY_PASS,TRAVEL_AGENT,160.02,False,DINING_PHOTO,USED
213,TKT00000213,1514,1,2026-05-11T14:15:00Z,DAY_PASS,MOBILE_APP,171.38,False,RAINY_DAY_CREDIT,USED
