InventoryMovementId,Product,FromLocation,ToLocation,MovementDate,MovementTimestamp,MovementType,ReferenceType,ReferenceId,Qty,UnitCost,ReasonCode
41,113,,33,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,226,,SystemCorrection
42,35,,21,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,280,,SystemCorrection
43,151,,7,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,123,,SystemCorrection
44,74,,18,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,205,,SystemCorrection
45,28,,35,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,212,,SystemCorrection
46,141,,14,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,71,,SystemCorrection
47,172,,37,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,290,,SystemCorrection
48,191,,38,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,91,,SystemCorrection
49,149,,32,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,176,,SystemCorrection
50,25,,31,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,137,,SystemCorrection
51,150,,30,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,85,,SystemCorrection
52,89,,21,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,253,,SystemCorrection
53,129,,29,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,89,,SystemCorrection
54,155,,7,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,245,,SystemCorrection
55,124,,33,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,151,,SystemCorrection
56,18,,9,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,215,,SystemCorrection
57,65,,5,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,254,,SystemCorrection
58,57,,28,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,113,,SystemCorrection
59,45,,37,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,65,,SystemCorrection
60,26,,35,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,90,,SystemCorrection
61,15,,11,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,228,,SystemCorrection
62,176,,21,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,221,,SystemCorrection
63,59,,28,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,59,,SystemCorrection
64,144,,11,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,76,,SystemCorrection
65,179,,29,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,229,,SystemCorrection
66,143,,13,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,65,,SystemCorrection
67,94,,37,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,56,,SystemCorrection
68,113,,37,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,239,,SystemCorrection
69,50,,34,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,207,,SystemCorrection
70,103,,18,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,220,,SystemCorrection
71,162,,2,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,142,,SystemCorrection
72,133,,2,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,194,,SystemCorrection
73,27,,28,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,192,,SystemCorrection
74,187,,2,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,89,,SystemCorrection
75,12,,36,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,217,,SystemCorrection
76,37,,32,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,50,,SystemCorrection
77,54,,35,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,50,,SystemCorrection
78,194,,36,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,309,,SystemCorrection
79,110,,35,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,187,,SystemCorrection
80,78,,28,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,276,,SystemCorrection
81,29,,12,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,92,,SystemCorrection
82,151,,23,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,109,,SystemCorrection
83,68,,13,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,139,,SystemCorrection
84,181,,1,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,281,,SystemCorrection
85,176,,25,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,314,,SystemCorrection
86,52,,31,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,152,,SystemCorrection
87,198,,31,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,295,,SystemCorrection
88,83,,28,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,233,,SystemCorrection
89,26,,38,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,88,,SystemCorrection
90,152,,8,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,311,,SystemCorrection
91,120,,14,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,107,,SystemCorrection
92,168,,40,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,100,,SystemCorrection
93,91,,12,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,237,,SystemCorrection
94,149,,5,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,305,,SystemCorrection
95,121,,31,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,107,,SystemCorrection
96,191,,13,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,203,,SystemCorrection
97,30,,34,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,236,,SystemCorrection
98,183,,1,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,136,,SystemCorrection
99,134,,14,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,176,,SystemCorrection
100,37,,37,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,52,,SystemCorrection
101,70,,36,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,99,,SystemCorrection
102,122,,28,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,254,,SystemCorrection
103,120,,12,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,257,,SystemCorrection
104,78,,1,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,238,,SystemCorrection
105,46,,22,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,127,,SystemCorrection
106,118,,13,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,51,,SystemCorrection
107,188,,2,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,298,,SystemCorrection
108,128,,28,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,283,,SystemCorrection
109,124,,32,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,184,,SystemCorrection
110,25,,29,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,286,,SystemCorrection
111,168,,10,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,140,,SystemCorrection
112,190,,14,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,296,,SystemCorrection
113,116,,38,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,319,,SystemCorrection
114,69,,22,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,145,,SystemCorrection
115,17,,33,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,137,,SystemCorrection
116,1,,31,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,85,,SystemCorrection
117,119,,21,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,214,,SystemCorrection
118,25,,36,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,183,,SystemCorrection
119,181,,39,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,114,,SystemCorrection
120,95,,18,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,98,,SystemCorrection
121,25,,37,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,263,,SystemCorrection
122,112,,32,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,200,,SystemCorrection
123,195,,40,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,75,,SystemCorrection
124,56,,40,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,205,,SystemCorrection
125,73,,12,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,237,,SystemCorrection
126,186,,28,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,230,,SystemCorrection
127,56,,39,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,186,,SystemCorrection
128,9,,37,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,93,,SystemCorrection
129,192,,12,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,239,,SystemCorrection
130,6,,31,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,303,,SystemCorrection
131,137,,7,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,285,,SystemCorrection
132,88,,1,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,139,,SystemCorrection
133,113,,25,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,296,,SystemCorrection
134,98,,21,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,113,,SystemCorrection
135,78,,32,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,42,,SystemCorrection
136,26,,34,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,199,,SystemCorrection
137,15,,21,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,305,,SystemCorrection
138,32,,31,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,168,,SystemCorrection
139,13,,28,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,195,,SystemCorrection
140,119,,1,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,197,,SystemCorrection
141,59,,12,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,49,,SystemCorrection
142,135,,39,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,302,,SystemCorrection
143,7,,37,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,166,,SystemCorrection
144,115,,29,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,176,,SystemCorrection
145,127,,5,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,53,,SystemCorrection
146,74,,39,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,170,,SystemCorrection
147,128,,11,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,135,,SystemCorrection
148,73,,30,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,303,,SystemCorrection
149,64,,10,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,224,,SystemCorrection
150,71,,34,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,145,,SystemCorrection
151,61,,25,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,176,,SystemCorrection
152,8,,23,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,138,,SystemCorrection
153,62,,9,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,197,,SystemCorrection
154,84,,1,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,244,,SystemCorrection
155,13,,7,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,230,,SystemCorrection
156,131,,8,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,158,,SystemCorrection
157,40,,18,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,285,,SystemCorrection
158,16,,13,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,64,,SystemCorrection
159,147,,13,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,258,,SystemCorrection
160,64,,32,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,80,,SystemCorrection
161,183,,25,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,165,,SystemCorrection
162,72,,14,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,86,,SystemCorrection
163,17,,5,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,115,,SystemCorrection
164,37,,8,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,64,,SystemCorrection
165,117,,11,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,131,,SystemCorrection
166,17,,8,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,245,,SystemCorrection
167,170,,21,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,225,,SystemCorrection
168,34,,37,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,250,,SystemCorrection
169,182,,25,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,282,,SystemCorrection
170,155,,7,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,167,,SystemCorrection
171,53,,12,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,188,,SystemCorrection
172,2,,20,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,104,,SystemCorrection
173,182,,35,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,250,,SystemCorrection
174,135,,22,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,151,,SystemCorrection
175,11,,29,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,228,,SystemCorrection
176,107,,5,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,299,,SystemCorrection
177,67,,9,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,136,,SystemCorrection
178,132,,8,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,245,,SystemCorrection
179,194,,11,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,54,,SystemCorrection
180,144,,29,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,196,,SystemCorrection
181,42,,33,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,50,,SystemCorrection
182,119,,8,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,130,,SystemCorrection
183,27,,38,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,249,,SystemCorrection
184,47,,5,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,88,,SystemCorrection
185,38,,40,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,262,,SystemCorrection
186,99,,1,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,222,,SystemCorrection
187,134,,33,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,74,,SystemCorrection
188,6,,32,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,211,,SystemCorrection
189,116,,32,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,62,,SystemCorrection
190,182,,2,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,227,,SystemCorrection
191,126,,30,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,290,,SystemCorrection
192,29,,39,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,266,,SystemCorrection
193,146,,36,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,46,,SystemCorrection
194,167,,38,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,86,,SystemCorrection
195,75,,13,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,206,,SystemCorrection
196,125,,9,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,76,,SystemCorrection
197,38,,38,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,85,,SystemCorrection
198,183,,10,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,102,,SystemCorrection
199,173,,34,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,83,,SystemCorrection
200,128,,32,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,246,,SystemCorrection
201,81,,35,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,222,,SystemCorrection
202,109,,20,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,239,,SystemCorrection
203,22,,5,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,151,,SystemCorrection
204,131,,30,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,247,,SystemCorrection
205,116,,39,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,69,,SystemCorrection
206,177,,37,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,208,,SystemCorrection
207,4,,36,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,244,,SystemCorrection
208,53,,8,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,105,,SystemCorrection
209,156,,9,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,147,,SystemCorrection
210,40,,30,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,64,,SystemCorrection
211,109,,38,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,109,,SystemCorrection
212,22,,25,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,188,,SystemCorrection
213,98,,34,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,229,,SystemCorrection
214,142,,30,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,269,,SystemCorrection
215,174,,5,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,112,,SystemCorrection
216,52,,2,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,258,,SystemCorrection
217,134,,36,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,234,,SystemCorrection
218,160,,37,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,190,,SystemCorrection
219,94,,38,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,51,,SystemCorrection
220,132,,39,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,211,,SystemCorrection
221,63,,8,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,189,,SystemCorrection
222,40,,11,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,47,,SystemCorrection
223,170,,33,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,249,,SystemCorrection
224,180,,39,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,168,,SystemCorrection
225,18,,9,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,130,,SystemCorrection
226,192,,38,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,210,,SystemCorrection
227,197,,33,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,124,,SystemCorrection
228,101,,33,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,159,,SystemCorrection
229,150,,30,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,208,,SystemCorrection
230,10,,35,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,219,,SystemCorrection
231,174,,11,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,261,,SystemCorrection
232,97,,7,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,215,,SystemCorrection
233,34,,9,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,307,,SystemCorrection
234,131,,7,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,66,,SystemCorrection
235,2,,38,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,119,,SystemCorrection
236,30,,28,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,54,,SystemCorrection
237,8,,39,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,107,,SystemCorrection
238,76,,22,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,187,,SystemCorrection
239,14,,25,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,55,,SystemCorrection
240,9,,39,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,187,,SystemCorrection
241,179,,39,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,61,,SystemCorrection
242,138,,30,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,139,,SystemCorrection
243,104,,21,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,52,,SystemCorrection
244,65,,8,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,228,,SystemCorrection
245,99,,33,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,47,,SystemCorrection
246,66,,34,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,192,,SystemCorrection
247,164,,39,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,44,,SystemCorrection
248,193,,5,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,239,,SystemCorrection
249,124,,35,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,149,,SystemCorrection
250,191,,21,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,218,,SystemCorrection
251,133,,38,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,214,,SystemCorrection
252,70,,8,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,262,,SystemCorrection
253,152,,10,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,109,,SystemCorrection
254,140,,32,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,287,,SystemCorrection
255,97,,34,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,52,,SystemCorrection
256,194,,25,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,311,,SystemCorrection
257,46,,7,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,94,,SystemCorrection
258,72,,11,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,152,,SystemCorrection
259,23,,31,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,145,,SystemCorrection
260,171,,22,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,278,,SystemCorrection
261,178,,21,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,242,,SystemCorrection
262,55,,7,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,254,,SystemCorrection
263,144,,21,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,266,,SystemCorrection
264,101,,22,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,190,,SystemCorrection
265,137,,18,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,83,,SystemCorrection
266,195,,36,1,2026-01-01T00:00:00Z,Adjustment,InitialLoad,INIT,303,,SystemCorrection
