CustomerId,CustomerNumber,CustomerName,CustomerType,Segment,Country,Region,ServiceLevelTargetPct,DefaultShipToLocation
97,CUS000097,Customer 000097,Consumer,Premium,GB,SCOTLAND,97.89,3
98,CUS000098,Customer 000098,Consumer,Value,GB,NORTH,95.05,3
99,CUS000099,Customer 000099,Consumer,Value,GB,MIDLANDS,94.81,24
100,CUS000100,Customer 000100,Consumer,Standard,GB,EAST,99.36,16
101,CUS000101,Customer 000101,B2B,Value,GB,SOUTH,96.28,27
102,CUS000102,Customer 000102,Consumer,Value,GB,WEST,96.48,3
103,CUS000103,Customer 000103,Consumer,Value,GB,MIDLANDS,96.08,3
104,CUS000104,Customer 000104,Consumer,Standard,GB,NORTH,95.18,24
105,CUS000105,Customer 000105,Consumer,Value,GB,EAST,99.33,27
106,CUS000106,Customer 000106,B2B,Value,GB,NORTH,94.84,27
107,CUS000107,Customer 000107,Consumer,Standard,GB,WEST,97.93,27
108,CUS000108,Customer 000108,Consumer,Premium,GB,EAST,93.67,3
109,CUS000109,Customer 000109,Consumer,Standard,GB,EAST,93.32,3
110,CUS000110,Customer 000110,B2B,Premium,GB,SOUTH,99.35,24
111,CUS000111,Customer 000111,Consumer,Value,GB,SCOTLAND,98.99,3
112,CUS000112,Customer 000112,Consumer,Standard,GB,WEST,94.34,3
113,CUS000113,Customer 000113,Consumer,Value,GB,WEST,93.76,24
114,CUS000114,Customer 000114,Consumer,Standard,GB,MIDLANDS,98.79,27
115,CUS000115,Customer 000115,B2B,Standard,GB,EAST,97.56,27
116,CUS000116,Customer 000116,B2B,Value,GB,SCOTLAND,98.29,27
117,CUS000117,Customer 000117,Consumer,Value,GB,SCOTLAND,92.99,16
118,CUS000118,Customer 000118,Consumer,Value,GB,SCOTLAND,98.22,16
119,CUS000119,Customer 000119,Consumer,Standard,GB,NORTH,99.08,24
120,CUS000120,Customer 000120,Consumer,Standard,GB,MIDLANDS,96.53,16
121,CUS000121,Customer 000121,Consumer,Standard,GB,WEST,99.25,27
122,CUS000122,Customer 000122,Consumer,Standard,GB,WEST,97.47,24
123,CUS000123,Customer 000123,B2B,Standard,GB,NORTH,93.25,3
124,CUS000124,Customer 000124,Consumer,Premium,GB,EAST,98.77,16
125,CUS000125,Customer 000125,Consumer,Standard,GB,SOUTH,93.61,3
126,CUS000126,Customer 000126,Consumer,Value,GB,NORTH,98.35,16
127,CUS000127,Customer 000127,Consumer,Standard,GB,EAST,98.01,16
128,CUS000128,Customer 000128,Consumer,Value,GB,SCOTLAND,99.17,24
129,CUS000129,Customer 000129,Consumer,Premium,GB,MIDLANDS,95.38,24
130,CUS000130,Customer 000130,B2B,Standard,GB,MIDLANDS,96.21,24
131,CUS000131,Customer 000131,Consumer,Premium,GB,EAST,93.84,27
132,CUS000132,Customer 000132,Consumer,Standard,GB,SCOTLAND,94.63,3
133,CUS000133,Customer 000133,Consumer,Standard,GB,SOUTH,95.5,27
134,CUS000134,Customer 000134,B2B,Standard,GB,SOUTH,99.16,27
135,CUS000135,Customer 000135,Consumer,Premium,GB,SCOTLAND,97.4,16
136,CUS000136,Customer 000136,B2B,Value,GB,SOUTH,92.44,24
137,CUS000137,Customer 000137,Consumer,Value,GB,NORTH,94.43,24
138,CUS000138,Customer 000138,Consumer,Value,GB,EAST,99.1,24
139,CUS000139,Customer 000139,B2B,Value,GB,MIDLANDS,92.82,27
140,CUS000140,Customer 000140,B2B,Standard,GB,MIDLANDS,93.91,16
141,CUS000141,Customer 000141,Consumer,Value,GB,EAST,95.65,16
142,CUS000142,Customer 000142,Consumer,Standard,GB,WEST,99.19,24
143,CUS000143,Customer 000143,B2B,Premium,GB,MIDLANDS,96.18,24
144,CUS000144,Customer 000144,B2B,Value,GB,WEST,93.97,27
145,CUS000145,Customer 000145,Consumer,Value,GB,EAST,95.55,24
146,CUS000146,Customer 000146,Consumer,Value,GB,MIDLANDS,92.17,24
147,CUS000147,Customer 000147,Consumer,Value,GB,NORTH,98.9,3
148,CUS000148,Customer 000148,Consumer,Value,GB,NORTH,96.9,24
149,CUS000149,Customer 000149,Consumer,Value,GB,SCOTLAND,94.77,3
150,CUS000150,Customer 000150,Consumer,Standard,GB,SOUTH,96.21,27
151,CUS000151,Customer 000151,Consumer,Value,GB,SOUTH,98.2,16
152,CUS000152,Customer 000152,Consumer,Value,GB,WEST,97.65,24
153,CUS000153,Customer 000153,Consumer,Standard,GB,MIDLANDS,97.03,16
154,CUS000154,Customer 000154,B2B,Standard,GB,SOUTH,93.95,16
155,CUS000155,Customer 000155,Consumer,Premium,GB,SCOTLAND,98.74,16
156,CUS000156,Customer 000156,Consumer,Standard,GB,WEST,95.05,27
157,CUS000157,Customer 000157,Consumer,Value,GB,EAST,93.36,16
158,CUS000158,Customer 000158,Consumer,Premium,GB,WEST,98.98,24
159,CUS000159,Customer 000159,B2B,Value,GB,WEST,98.13,3
160,CUS000160,Customer 000160,Consumer,Value,GB,SCOTLAND,93.73,24
161,CUS000161,Customer 000161,B2B,Premium,GB,SCOTLAND,98.57,3
162,CUS000162,Customer 000162,Consumer,Value,GB,SCOTLAND,98.26,3
163,CUS000163,Customer 000163,Consumer,Premium,GB,MIDLANDS,92.77,27
164,CUS000164,Customer 000164,B2B,Standard,GB,EAST,98.0,27
165,CUS000165,Customer 000165,Consumer,Value,GB,SOUTH,99.07,24
166,CUS000166,Customer 000166,Consumer,Value,GB,SOUTH,95.27,16
167,CUS000167,Customer 000167,Consumer,Value,GB,SOUTH,97.31,24
168,CUS000168,Customer 000168,Consumer,Standard,GB,EAST,97.08,3
169,CUS000169,Customer 000169,Consumer,Standard,GB,NORTH,92.62,3
170,CUS000170,Customer 000170,Consumer,Value,GB,MIDLANDS,95.92,24
171,CUS000171,Customer 000171,Consumer,Standard,GB,EAST,95.79,24
172,CUS000172,Customer 000172,B2B,Value,GB,MIDLANDS,97.38,27
173,CUS000173,Customer 000173,Consumer,Standard,GB,SOUTH,94.29,24
174,CUS000174,Customer 000174,Consumer,Standard,GB,SOUTH,95.13,16
175,CUS000175,Customer 000175,Consumer,Value,GB,NORTH,92.7,24
176,CUS000176,Customer 000176,Consumer,Value,GB,EAST,96.83,24
177,CUS000177,Customer 000177,B2B,Value,GB,WEST,99.12,27
178,CUS000178,Customer 000178,Consumer,Standard,GB,SCOTLAND,98.65,3
179,CUS000179,Customer 000179,B2B,Standard,GB,WEST,93.45,16
180,CUS000180,Customer 000180,Consumer,Premium,GB,MIDLANDS,98.67,16
181,CUS000181,Customer 000181,Consumer,Value,GB,SOUTH,95.29,3
182,CUS000182,Customer 000182,Consumer,Value,GB,SCOTLAND,93.23,27
183,CUS000183,Customer 000183,Consumer,Standard,GB,MIDLANDS,93.68,16
184,CUS000184,Customer 000184,Consumer,Value,GB,MIDLANDS,98.59,27
185,CUS000185,Customer 000185,Consumer,Standard,GB,EAST,96.09,24
186,CUS000186,Customer 000186,Consumer,Standard,GB,SOUTH,93.01,3
187,CUS000187,Customer 000187,Consumer,Value,GB,WEST,98.93,24
188,CUS000188,Customer 000188,Consumer,Value,GB,NORTH,93.73,16
189,CUS000189,Customer 000189,Consumer,Value,GB,MIDLANDS,92.58,3
190,CUS000190,Customer 000190,Consumer,Premium,GB,SOUTH,98.48,24
191,CUS000191,Customer 000191,B2B,Value,GB,SCOTLAND,94.14,24
192,CUS000192,Customer 000192,Consumer,Standard,GB,SCOTLAND,95.79,16
193,CUS000193,Customer 000193,Consumer,Value,GB,SCOTLAND,98.87,3
194,CUS000194,Customer 000194,B2B,Premium,GB,WEST,99.13,24
195,CUS000195,Customer 000195,B2B,Value,GB,NORTH,94.83,3
196,CUS000196,Customer 000196,Consumer,Value,GB,SOUTH,92.87,27
197,CUS000197,Customer 000197,Consumer,Value,GB,MIDLANDS,93.81,16
198,CUS000198,Customer 000198,Consumer,Value,GB,WEST,97.4,27
199,CUS000199,Customer 000199,Consumer,Standard,GB,MIDLANDS,98.88,3
200,CUS000200,Customer 000200,Consumer,Standard,GB,SOUTH,93.26,3
201,CUS000201,Customer 000201,Consumer,Value,GB,WEST,98.16,24
202,CUS000202,Customer 000202,B2B,Value,GB,EAST,96.54,16
203,CUS000203,Customer 000203,Consumer,Standard,GB,SCOTLAND,93.62,24
204,CUS000204,Customer 000204,Consumer,Value,GB,SCOTLAND,97.8,3
205,CUS000205,Customer 000205,Consumer,Standard,GB,NORTH,94.96,27
206,CUS000206,Customer 000206,Consumer,Value,GB,MIDLANDS,92.92,3
207,CUS000207,Customer 000207,Consumer,Value,GB,SCOTLAND,97.6,16
208,CUS000208,Customer 000208,Consumer,Standard,GB,SOUTH,93.08,27
209,CUS000209,Customer 000209,Consumer,Value,GB,SCOTLAND,95.76,27
210,CUS000210,Customer 000210,Consumer,Value,GB,WEST,92.49,16
211,CUS000211,Customer 000211,Consumer,Premium,GB,WEST,96.74,24
212,CUS000212,Customer 000212,Consumer,Standard,GB,WEST,93.69,16
213,CUS000213,Customer 000213,Consumer,Value,GB,SCOTLAND,96.18,24
214,CUS000214,Customer 000214,Consumer,Standard,GB,MIDLANDS,99.46,24
215,CUS000215,Customer 000215,B2B,Value,GB,MIDLANDS,95.06,27
216,CUS000216,Customer 000216,B2B,Premium,GB,WEST,96.67,16
217,CUS000217,Customer 000217,Consumer,Standard,GB,SOUTH,97.19,3
218,CUS000218,Customer 000218,B2B,Value,GB,WEST,99.49,27
219,CUS000219,Customer 000219,Consumer,Standard,GB,SCOTLAND,97.03,3
220,CUS000220,Customer 000220,Consumer,Value,GB,MIDLANDS,95.9,24
221,CUS000221,Customer 000221,Consumer,Standard,GB,SCOTLAND,93.84,24
222,CUS000222,Customer 000222,B2B,Standard,GB,WEST,98.44,16
223,CUS000223,Customer 000223,Consumer,Value,GB,SOUTH,93.69,24
224,CUS000224,Customer 000224,B2B,Standard,GB,WEST,96.72,27
225,CUS000225,Customer 000225,Consumer,Value,GB,EAST,96.63,3
226,CUS000226,Customer 000226,Consumer,Standard,GB,SCOTLAND,94.47,24
227,CUS000227,Customer 000227,Consumer,Standard,GB,MIDLANDS,97.89,3
228,CUS000228,Customer 000228,Consumer,Value,GB,SOUTH,96.17,3
229,CUS000229,Customer 000229,Consumer,Value,GB,NORTH,98.69,27
230,CUS000230,Customer 000230,B2B,Value,GB,NORTH,95.29,16
231,CUS000231,Customer 000231,Consumer,Value,GB,MIDLANDS,92.26,27
232,CUS000232,Customer 000232,Consumer,Standard,GB,WEST,93.66,16
233,CUS000233,Customer 000233,B2B,Value,GB,MIDLANDS,95.24,27
234,CUS000234,Customer 000234,Consumer,Value,GB,EAST,92.02,27
235,CUS000235,Customer 000235,Consumer,Standard,GB,NORTH,97.51,27
236,CUS000236,Customer 000236,B2B,Value,GB,WEST,95.12,3
237,CUS000237,Customer 000237,Consumer,Standard,GB,WEST,99.41,24
238,CUS000238,Customer 000238,B2B,Premium,GB,SOUTH,96.68,16
239,CUS000239,Customer 000239,Consumer,Premium,GB,EAST,97.74,3
240,CUS000240,Customer 000240,Consumer,Value,GB,EAST,93.63,3
241,CUS000241,Customer 000241,Consumer,Premium,GB,EAST,96.27,24
242,CUS000242,Customer 000242,Consumer,Value,GB,EAST,96.79,3
243,CUS000243,Customer 000243,B2B,Value,GB,MIDLANDS,96.45,24
244,CUS000244,Customer 000244,Consumer,Standard,GB,EAST,99.38,27
245,CUS000245,Customer 000245,Consumer,Value,GB,EAST,95.96,24
246,CUS000246,Customer 000246,Consumer,Standard,GB,WEST,92.65,27
247,CUS000247,Customer 000247,Consumer,Value,GB,EAST,94.95,16
248,CUS000248,Customer 000248,Consumer,Standard,GB,SCOTLAND,96.26,16
249,CUS000249,Customer 000249,B2B,Value,GB,MIDLANDS,96.96,27
250,CUS000250,Customer 000250,Consumer,Standard,GB,MIDLANDS,95.01,24
251,CUS000251,Customer 000251,Consumer,Value,GB,SOUTH,97.9,16
252,CUS000252,Customer 000252,B2B,Standard,GB,WEST,92.85,24
253,CUS000253,Customer 000253,B2B,Premium,GB,SCOTLAND,98.95,24
254,CUS000254,Customer 000254,Consumer,Standard,GB,SOUTH,94.61,24
255,CUS000255,Customer 000255,B2B,Value,GB,NORTH,92.46,16
256,CUS000256,Customer 000256,Consumer,Standard,GB,SCOTLAND,95.75,27
257,CUS000257,Customer 000257,Consumer,Value,GB,WEST,98.9,27
258,CUS000258,Customer 000258,B2B,Value,GB,SCOTLAND,95.84,27
259,CUS000259,Customer 000259,Consumer,Standard,GB,WEST,96.73,27
260,CUS000260,Customer 000260,Consumer,Value,GB,NORTH,95.8,3
261,CUS000261,Customer 000261,Consumer,Standard,GB,SCOTLAND,98.0,3
262,CUS000262,Customer 000262,Consumer,Premium,GB,MIDLANDS,94.14,27
263,CUS000263,Customer 000263,Consumer,Standard,GB,NORTH,94.46,24
264,CUS000264,Customer 000264,Consumer,Standard,GB,SOUTH,98.14,16
265,CUS000265,Customer 000265,B2B,Value,GB,EAST,95.37,24
266,CUS000266,Customer 000266,Consumer,Value,GB,SOUTH,97.31,3
267,CUS000267,Customer 000267,Consumer,Standard,GB,NORTH,98.45,16
268,CUS000268,Customer 000268,Consumer,Standard,GB,WEST,98.43,16
269,CUS000269,Customer 000269,Consumer,Standard,GB,SCOTLAND,97.35,16
270,CUS000270,Customer 000270,Consumer,Value,GB,SOUTH,95.54,24
271,CUS000271,Customer 000271,B2B,Standard,GB,MIDLANDS,93.5,24
272,CUS000272,Customer 000272,Consumer,Premium,GB,NORTH,96.78,24
273,CUS000273,Customer 000273,B2B,Value,GB,NORTH,97.03,24
274,CUS000274,Customer 000274,Consumer,Value,GB,SOUTH,98.16,24
275,CUS000275,Customer 000275,Consumer,Value,GB,WEST,92.09,24
276,CUS000276,Customer 000276,Consumer,Standard,GB,WEST,99.0,16
277,CUS000277,Customer 000277,Consumer,Premium,GB,SOUTH,93.39,16
278,CUS000278,Customer 000278,Consumer,Premium,GB,EAST,93.88,3
279,CUS000279,Customer 000279,Consumer,Value,GB,EAST,95.08,3
280,CUS000280,Customer 000280,Consumer,Value,GB,WEST,97.03,16
281,CUS000281,Customer 000281,Consumer,Value,GB,MIDLANDS,93.8,24
282,CUS000282,Customer 000282,Consumer,Premium,GB,EAST,92.73,3
283,CUS000283,Customer 000283,Consumer,Standard,GB,SCOTLAND,95.27,24
284,CUS000284,Customer 000284,Consumer,Value,GB,NORTH,98.87,24
285,CUS000285,Customer 000285,Consumer,Premium,GB,SOUTH,95.0,24
286,CUS000286,Customer 000286,Consumer,Value,GB,MIDLANDS,94.67,16
287,CUS000287,Customer 000287,B2B,Standard,GB,SCOTLAND,99.19,16
288,CUS000288,Customer 000288,Consumer,Value,GB,EAST,97.29,27
289,CUS000289,Customer 000289,B2B,Premium,GB,SCOTLAND,96.53,16
290,CUS000290,Customer 000290,Consumer,Standard,GB,SCOTLAND,97.41,16
291,CUS000291,Customer 000291,Consumer,Standard,GB,EAST,98.74,3
292,CUS000292,Customer 000292,Consumer,Value,GB,NORTH,99.13,27
293,CUS000293,Customer 000293,Consumer,Value,GB,NORTH,99.07,3
294,CUS000294,Customer 000294,Consumer,Standard,GB,SCOTLAND,97.22,16
295,CUS000295,Customer 000295,Consumer,Standard,GB,WEST,94.98,27
296,CUS000296,Customer 000296,Consumer,Standard,GB,SCOTLAND,99.49,16
297,CUS000297,Customer 000297,Consumer,Premium,GB,EAST,98.23,24
298,CUS000298,Customer 000298,B2B,Premium,GB,MIDLANDS,98.19,24
299,CUS000299,Customer 000299,B2B,Value,GB,EAST,99.44,27
300,CUS000300,Customer 000300,B2B,Standard,GB,WEST,94.68,27
